,description,genre
451,"[kay, donovan, may, skeletons, closet, past, past, reinvented, entirely, star, soccer, player, whose, group, gorgeous, friends, run, private, school, effortless, popularity, acerbic, wit, girl, body, found, lake, kay, carefully, constructed, life, begins, topple, dead, girl, left, kay, scavenger, hunt, unravels, begins, implicate, suspect, suspect, kay, crosshairs, murder, investigation, kay, finally, backed, corner, takes, survive, bates, academy, truth, something, make, something, happened]",Fiction
452,"[six, university, students, oxford, friends, sometimes, friends, spending, idyllic, week, together, french, farmhouse, supposed, perfect, summer, getaway, met, severine, girl, next, door, kate, channing, severine, unwelcome, presence, inscrutable, beauty, undermining, group, loyalties, amid, already, simmering, tensions, huge, altercation, last, night, holiday, kate, knew, nothing, would, ever, things, ca, forgive, people, ca, forget, like, severine, never, seen, decade, later, case, reopened, severine, body, found, well, behind, farmhouse, questioned, along, friends, kate, stands, lose, everything, worked, hard, achieve, suspicion, mounts, around, desperate, resolve, shifting, memories, fearful, forever, bound, woman, whose, presence, still, haunts, kate, finds, buried, layers, deception, one, set, free]",Fiction
453,"[write, world, gone, wrong, certain, pen, certain, book, certain, person, craft, entirely, new, worlds, branch, science, called, scriptology, elsa, comes, one, world, written, creation, noted, alters, expands, home, attacked, mother, kidnapped, elsa, forced, cross, real, world, use, scriptology, gifts, find, alternative, victorian, italy, elsa, finds, secret, society, young, scientists, gift, mechanics, alchemy, meets, leo, gorgeous, mechanist, smart, mouth, tragic, past, recruits, help, fellow, geniuses, assassin, arrives, thrilling, debut, worlds, collide, elsa, unveils, deep, political, conspiracy, seeking, unlock, dangerous, weapon, ever, stop]",Fantasy
454,"[thrilling, debut, er, doctor, turned, novelist, tom, miller, philosopher, flight, epic, historical, fantasy, set, america, magic, science, blended, single, extraordinary, art, robert, weekes, practitioner, empirical, arcane, branch, science, used, summon, wind, shape, clouds, smoke, heal, injured, even, fly, though, dreams, fighting, great, war, first, male, elite, us, sigilry, corps, rescue, evacuation, team, flying, resigned, mixing, batches, philosophical, chemicals, keeping, books, family, business, rural, montana, mother, former, soldier, vigilante, aids, deadly, accident, puts, philosophical, abilities, test, robert, rises, occasion, wins, scholarship, study, radcliffe, college, school, radcliffe, robert, hones, skills, strives, win, respect, classmates, host, formidable, unruly, women, robert, falls, hard, danielle, ...]",Fantasy
455,"[take, journey, time, genres, discover, past, queer, figures, live, love, shape, world, around, seventeen, best, young, adult, authors, across, queer, spectrum, come, together, create, collection, beautifully, written, diverse, historical, fiction, teens, retelling, little, red, riding, hood, set, mexico, featuring, transgender, soldier, two, girls, falling, love, mourning, death, kurt, cobain, forbidden, love, spanish, convent, asexual, girl, discovering, identity, amid, scene, tells, diverse, range, stories, across, cultures, time, periods, identities, shedding, light, area, history, often, ignored, forgotten]",Miscellaneous
456,"[elisa, whole, life, orphaned, struggling, humdrum, existence, janitor, working, graveyard, shift, baltimore, occam, aerospace, research, center, zelda, protective, coworker, giles, loving, neighbor, know, make, one, fateful, night, sees, something, never, meant, see, center, sensitive, asset, ever, amphibious, man, captured, amazon, studied, cold, war, advancements, creature, terrifying, also, magnificent, capable, language, understanding, elisa, keep, away, using, sign, language, two, learn, communicate, soon, affection, turns, love, creature, becomes, elisa, sole, reason, outside, forces, pressing, richard, strickland, obsessed, soldier, tracked, asset, amazon, wants, nothing, dissect, russians, get, chance, steal, elisa, choice, risk, everything, save, beloved, help, zelda, giles, elisa, hatches, plan, break, creature, ...]",Fantasy
457,"[writer, history, win, consecutive, edgar, awards, best, novel, new, york, times, bestselling, author, john, hart, returns, world, beloved, novel, last, childbuilding, world, first, seen, last, child, magnificent, creation, washington, post, john, hart, delivers, stunning, vision, secret, world, rarely, seen, ten, years, since, events, changed, johnny, merrimon, life, rocked, hometown, core, since, johnny, fought, maintain, privacy, books, written, exploits, fascination, remains, living, alone, six, thousand, acres, land, johnny, connection, normal, life, old, friend, jack, boys, anymore, bonds, remain, shared, lost, jack, sees, danger, wild, places, johnny, calls, home, senses, darkness, hunger, intractable, intent, johnny, discuss, none, things, knows, things, lesser, friend, ...]",Fiction
458,"[elena, mendoza, product, virgin, scientifically, explained, called, parthenogenesis, explained, elena, able, heal, freddie, girl, crush, years, gunshot, wound, starbucks, parking, lot, boy, shot, freddie, david, combs, disappeared, parking, lot, minutes, later, getting, sucked, clouds, also, explained, talking, girl, front, tampon, box, reasons, david, combs, shot, freddie, first, unbelievable, things, occur, elena, continues, perform, miracles, remaining, explanation, least, logical, world, actually, coming, end, elena, possibly, one, something]",Fiction
459,"[stop, murder, already, happened, gala, party, thrown, parents, evelyn, hardcastle, killed, murdered, hundreds, times, day, aiden, bishop, late, save, doomed, repeat, day, aiden, escape, solve, evelyn, hardcastle, murder, conquer, shadows, enemy, struggles, even, comprehend, nothing, one, quite, atmospheric, ingeniously, plotted, seven, deaths, evelyn, hardcastle, highly, original, debut, appeal, fans, kate, atkinson, agatha, christie]",Fiction
460,"[set, future, marauding, space, scavengers, deadly, aliens, kill, sound, frightening, ya, adventure, author, acclaimed, horror, novel, stasis, uss, john, muir, ship, houses, earth, valued, natural, resources, parks, mountains, preserved, space, laura, belongs, shipraiding, family, funded, group, used, getting, want, want, muir, tuck, laura, bargain, working, together, battling, mutant, aliens, use, sound, kill, plan, hope, crews, families, space, nobody, hear, scream, john, muir, screams, last, thing, hear]",Fiction
461,"[scott, ferdowsi, track, record, quitting, writing, great, american, novel, three, chapters, summer, internship, one, week, best, friends, know, exactly, want, rest, lives, scott, hardly, commit, breakfast, cereal, let, alone, college, applications, looming, scott, parents, pressure, get, serious, settle, career, path, like, engineering, medicine, desperate, help, sneaks, washington, dc, seek, guidance, famous, professor, specializes, grit, psychology, never, expects, adventure, unfold, supposed, visit, scott, gets, meets, fiora, buchanan, ballsy, college, student, whose, life, ambition, write, crossword, puzzles, bicycle, lends, gets, scott, chase, knows, ride, life, soon, scott, finds, sneaking, bars, attempting, pick, girls, national, zoo, even, giving, crossword, thing, try, opening, eyes, ...]",Fiction
462,"[triumph, swanson, name, considered, among, likes, gillian, flynn, chris, pavone, laura, lippman, library, journal, starred, review, new, york, times, bestselling, author, bookseller, comes, gripping, literary, suspense, novel, set, deeply, troubled, family, three, women, reveal, dark, autumn, angie, glass, living, idyllic, life, wisconsin, hometown, married, charming, handsome, paul, given, birth, baby, boy, one, phone, call, changes, life, paul, niece, ruby, reports, father, henry, committed, suicide, mother, silja, missing, angie, paul, drop, everything, fly, small, upstate, town, stonekill, new, york, ruby, thinks, coming, rescue, paul, young, niece, ruby, composed, enigmatic, resists, angie, attempts, nurture, angie, learns, complicated, glass, family, staying, henry, silja, ...]",Fiction
463,"[spellbinding, debut, novel, trailblazing, poet, forugh, farrokhzhad, defied, iranian, society, find, voice, destiny, remember, flight, bird, farrokhzadall, childhood, tehran, forugh, told, iranian, daughters, quiet, modest, taught, obey, always, finds, ways, sister, among, fragrant, roses, mother, walled, garden, venturing, forbidden, rooftop, roughhouse, three, brothers, writing, poems, impress, strict, disapproving, father, sneaking, flirt, teenage, paramour, café, glacé, summer, forugh, passion, poetry, really, takes, tradition, seeks, clip, suffocating, marriage, forugh, runs, away, falls, affair, fuels, desire, write, achieve, freedom, independence, forugh, poems, considered, scandalous, brilliant, heralded, national, treasure, vilified, others, demon, influenced, west, perseveres, finding, love, notorious, filmmaker, living, enormous, cost, power, writing, ...]", Non fiction
464,"[final, thrilling, installment, red, sparrow, trilogy, russian, counterintelligence, chief, dominika, egorova, lover, cia, agent, nate, nash, must, find, russian, agent, appointed, high, office, us, plot, ripped, tomorrow, headlines, jason, matthews, seductive, third, novel, continues, dangerous, entanglements, dominika, nate, reveals, chilling, authenticity, russian, espionage, place, agents, sensitive, positions, power, novel, opens, russian, president, vladimir, putin, planning, covert, assassination, us, official, intention, replacing, mole, russian, intelligence, cultivated, fifteen, wind, plot, dominika, nate, cia, colleagues, must, unmask, traitor, able, reveal, dominika, spying, years, behalf, cia, leak, misstep, expose, cia, asset, result, trip, moscow, execution, cellar, along, way, matthews, veteran, cia, winner, edgar, award, ...]",Fiction
465,"[group, young, girls, descend, camp, forevermore, sleepaway, camp, pacific, northwest, days, filled, swimming, lessons, friendship, bracelets, camp, songs, fire, filled, excitement, nervous, energy, set, overnight, kayaking, trip, nearby, island, night, find, stranded, adults, help, survive, guide, lost, girls, camp, forevermore, traces, five, kayla, isabel, dina, beyond, fateful, trip, see, successes, failures, loving, relationships, heartbreaks, see, means, find, define, oneself, ways, experience, refracted, different, people, prose, kim, fu, gives, us, portrait, friendship, families, build, pasts, ca, escape]",Fiction
466,"[new, york, times, bestselling, author, rhys, bowen, comes, haunting, novel, woman, braves, father, hidden, past, discover, british, bomber, pilot, hugo, langley, parachuted, stricken, plane, verdant, fields, tuscany, badly, wounded, found, refuge, ruined, monastery, arms, sofia, bartoli, love, kindled, shaken, irreversible, thirty, years, later, hugo, estranged, daughter, joanna, returned, home, english, countryside, arrange, father, funeral, among, personal, effects, unopened, letter, addressed, sofia, startling, dealing, emotional, wounds, personal, trauma, joanna, embarks, healing, journey, tuscany, understand, father, maybe, come, understand, well, joanna, soon, discovers, would, prefer, past, left, undisturbed, come, far, let, go, father, secrets]", Non fiction
